Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Year,Fantasy_Pts
141,Marquise Brown,ARI,WR,26,14,14.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.5,0.0,101.0,51.0,574.0,11.25,4.0,0.0,0.0,4,0.0,0.0,84.0,134.7,137.7,109.2,,52,,2023,134.70000088959932
142,Kyle Pitts,ATL,TE,23,17,15.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,-4.0,0.0,90.0,53.0,667.0,12.58,3.0,0.0,0.0,3,0.0,0.0,84.0,137.3,140.3,110.8,,13,,2023,137.300000987947
143,DJ Chark,CAR,WR,27,15,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66.0,35.0,525.0,15.0,5.0,2.0,1.0,5,0.0,0.0,81.0,115.5,119.5,98.0,,54,,2023,115.50000078231096
144,Justice Hill,BAL,RB,26,16,5.0,0.0,0.0,0.0,0.0,0.0,84.0,387.0,4.61,3.0,39.0,28.0,206.0,7.36,1.0,1.0,1.0,4,0.0,0.0,81.0,109.3,116.3,95.3,,42,,2023,109.30000088363886
145,Dontayvion Wicks,GNB,WR,22,15,6.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,58.0,39.0,581.0,14.9,4.0,3.0,1.0,4,0.0,0.0,81.0,119.8,123.8,100.3,,53,,2023,119.9000008776784
146,Ty Chandler,MIN,RB,25,17,4.0,0.0,0.0,0.0,0.0,0.0,102.0,461.0,4.52,3.0,25.0,21.0,159.0,7.57,0.0,0.0,0.0,3,0.0,0.0,80.0,101.0,107.0,90.5,,44,,2023,101.000000923872
147,D'Onta Foreman,CHI,RB,27,9,8.0,0.0,0.0,0.0,0.0,0.0,109.0,425.0,3.9,4.0,16.0,11.0,77.0,7.0,1.0,1.0,0.0,5,0.0,0.0,80.0,91.2,94.2,85.7,,43,,2023,91.20000074803829
148,Ryan Tannehill,TEN,QB,35,10,8.0,149.0,230.0,1616.0,4.0,7.0,17.0,74.0,4.35,1.0,1.0,0.0,0.0,,0.0,4.0,0.0,1,0.0,0.0,80.0,80.0,90.0,87.0,,37,,2023,111.20000131428242
149,Antonio Gibson,WAS,RB,25,16,2.0,0.0,0.0,0.0,0.0,0.0,65.0,265.0,4.08,1.0,59.0,48.0,389.0,8.1,2.0,4.0,2.0,3,0.0,0.0,79.0,127.4,135.4,103.4,,45,,2023,127.40000097453594
150,Tyler Boyd,CIN,WR,29,17,13.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,5.5,0.0,98.0,67.0,667.0,9.96,2.0,0.0,0.0,2,0.0,0.0,78.0,144.8,148.8,112.3,,55,,2023,145.80000101029873
151,Hunter Henry,NWE,TE,29,14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,42.0,419.0,9.98,6.0,1.0,0.0,6,0.0,0.0,78.0,119.9,122.9,98.9,,14,,2023,119.90000062435865
152,Dallas Goedert,PHI,TE,28,14,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,83.0,59.0,592.0,10.03,3.0,0.0,0.0,3,0.0,0.0,77.0,136.3,139.3,106.8,,15,,2023,136.30000088363886
153,Dalton Kincaid,BUF,TE,24,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,91.0,73.0,673.0,9.22,2.0,1.0,1.0,2,0.0,0.0,77.0,150.3,154.3,113.8,,16,,2023,150.30000100284815
154,Michael Wilson,ARI,WR,23,13,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,38.0,565.0,14.87,3.0,0.0,0.0,3,1.0,0.0,77.0,114.5,117.5,95.5,,56,,2023,114.50000084191561
155,Jahan Dotson,WAS,WR,23,17,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,83.0,49.0,518.0,10.57,4.0,0.0,0.0,4,0.0,0.0,76.0,124.8,127.8,100.3,,57,,2023,124.80000077188015
156,Rico Dowdle,DAL,RB,25,16,0.0,0.0,0.0,0.0,0.0,0.0,89.0,361.0,4.06,2.0,22.0,17.0,144.0,8.47,2.0,0.0,0.0,4,0.0,0.0,75.0,91.5,97.5,83.0,,47,,2023,91.50000075250864
157,Jaleel McLaughlin,DEN,RB,23,17,3.0,0.0,0.0,0.0,0.0,0.0,76.0,410.0,5.39,1.0,36.0,31.0,160.0,5.16,2.0,0.0,0.0,3,0.0,0.0,75.0,106.0,112.0,90.5,,46,,2023,106.00000084936619
158,Khalil Shakir,BUF,WR,23,17,10.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,45.0,39.0,611.0,15.67,2.0,1.0,0.0,2,0.0,0.0,74.0,113.1,116.1,93.6,,58,,2023,113.10000092536211
159,Jonnu Smith,ATL,TE,28,17,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,50.0,582.0,11.64,3.0,1.0,1.0,3,0.0,0.0,74.0,124.2,128.2,99.2,,17,,2023,124.20000086724758
160,Tutu Atwell,LAR,WR,24,16,14.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,6.2,0.0,67.0,39.0,483.0,12.38,3.0,0.0,0.0,3,1.0,1.0,73.0,112.4,115.4,92.9,,59,,2023,112.40000076591969
161,Odell Beckham Jr.,BAL,WR,31,14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,35.0,565.0,16.14,3.0,1.0,1.0,3,0.0,0.0,73.0,107.5,111.5,90.0,,63,,2023,107.50000084191561
162,Zach Charbonnet,SEA,RB,22,16,2.0,0.0,0.0,0.0,0.0,0.0,108.0,462.0,4.28,1.0,40.0,33.0,209.0,6.33,0.0,0.0,0.0,1,0.0,0.0,73.0,106.1,112.1,89.6,,48,,2023,106.10000099986792
163,Elijah Moore,CLE,WR,23,17,12.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,1.22,0.0,104.0,59.0,640.0,10.85,2.0,2.0,2.0,2,0.0,0.0,73.0,132.1,137.1,102.6,,62,,2023,132.1000009700656
164,Anthony Richardson,IND,QB,21,4,4.0,50.0,84.0,577.0,3.0,1.0,25.0,136.0,5.44,4.0,0.0,0.0,0.0,,0.0,3.0,1.0,4,0.0,2.0,73.0,72.7,80.7,73.7,,38,,2023,85.45000063255429
165,Wan'Dale Robinson,NYG,WR,22,15,8.0,0.0,0.0,0.0,0.0,0.0,9.0,87.0,9.67,1.0,78.0,60.0,525.0,8.75,1.0,0.0,0.0,2,0.0,0.0,73.0,133.2,136.2,103.2,,61,,2023,133.20000091195107
166,Christian Watson,GNB,WR,24,9,9.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,2.75,0.0,53.0,28.0,422.0,15.07,5.0,0.0,0.0,5,0.0,0.0,73.0,101.3,104.3,87.3,,60,,2023,101.30000064522028
167,K.J. Osborn,MIN,WR,26,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,75.0,48.0,540.0,11.25,3.0,1.0,0.0,3,0.0,0.0,72.0,120.0,123.0,96.0,,64,,2023,120.0000008046627
168,Logan Thomas,WAS,TE,32,16,15.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,78.0,55.0,496.0,9.02,4.0,2.0,2.0,4,1.0,0.0,72.0,126.8,131.8,99.3,,18,,2023,126.80000074207783
169,Isaiah Likely,BAL,TE,23,17,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,30.0,411.0,13.7,5.0,0.0,0.0,5,0.0,0.0,71.0,101.1,104.1,86.1,,19,,2023,101.10000061243773
170,Samaje Perine,DEN,RB,28,17,1.0,0.0,0.0,0.0,0.0,0.0,53.0,238.0,4.49,1.0,56.0,50.0,455.0,9.1,0.0,3.0,2.0,1,0.0,0.0,71.0,121.3,129.3,96.3,,49,,2023,121.30000103265047
171,Cade Otton,TAM,TE,24,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,67.0,47.0,455.0,9.68,4.0,1.0,1.0,4,1.0,0.0,70.0,116.5,120.5,93.0,,20,,2023,116.50000067800283
172,Dameon Pierce,HOU,RB,23,14,7.0,0.0,0.0,0.0,0.0,0.0,145.0,416.0,2.87,2.0,17.0,13.0,101.0,7.77,0.0,0.0,0.0,3,0.0,0.0,70.0,82.7,88.7,76.2,,50,,2023,76.70000077039003
173,Noah Brown,HOU,WR,27,10,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,55.0,33.0,567.0,17.18,2.0,0.0,0.0,2,0.0,0.0,69.0,101.6,104.6,85.1,,66,,2023,101.60000084340572
174,Josh Palmer,LAC,WR,24,10,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,61.0,38.0,581.0,15.29,2.0,1.0,1.0,2,0.0,0.0,69.0,106.7,110.7,87.7,,65,,2023,106.70000087469816
175,Bailey Zappe,NWE,QB,24,10,6.0,127.0,212.0,1272.0,6.0,9.0,17.0,83.0,4.88,1.0,0.0,0.0,0.0,,0.0,2.0,1.0,1,0.0,0.0,69.0,69.2,82.2,78.2,,39,,2023,102.90000107139349
176,Roschon Johnson,CHI,RB,22,15,0.0,0.0,0.0,0.0,0.0,0.0,81.0,352.0,4.35,2.0,40.0,34.0,209.0,6.15,0.0,1.0,0.0,2,0.0,0.0,68.0,102.1,108.1,85.1,,51,,2023,102.10000083595514
177,Easton Stick,LAC,QB,28,5,4.0,111.0,174.0,1129.0,3.0,1.0,27.0,144.0,5.33,1.0,0.0,0.0,0.0,,0.0,5.0,4.0,1,0.0,0.0,68.0,67.6,78.6,68.6,,40,,2023,85.85000105574727
178,Kenneth Gainwell,PHI,RB,24,16,2.0,1.0,1.0,17.0,0.0,0.0,84.0,364.0,4.33,2.0,37.0,30.0,183.0,6.1,0.0,3.0,1.0,2,1.0,0.0,67.0,97.4,104.4,82.4,,52,,2023,97.5500008277595
179,Nick Mullens,MIN,QB,28,5,3.0,100.0,148.0,1306.0,7.0,8.0,10.0,25.0,2.5,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0,0.0,0.0,67.0,66.7,77.7,74.7,,41,,2023,101.80000101029873
180,Taylor Heinicke,ATL,QB,30,5,4.0,74.0,136.0,890.0,5.0,4.0,15.0,124.0,8.27,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1,0.0,0.0,66.0,66.0,76.0,70.0,,42,,2023,88.90000084787607
181,Latavius Murray,BUF,RB,33,16,4.0,0.0,0.0,0.0,0.0,0.0,79.0,300.0,3.8,4.0,22.0,17.0,119.0,7.0,0.0,1.0,0.0,4,0.0,0.0,66.0,82.9,88.9,74.4,,53,,2023,82.90000062435865
182,Rondale Moore,ARI,WR,23,17,8.0,0.0,0.0,0.0,0.0,0.0,28.0,178.0,6.36,1.0,62.0,40.0,352.0,8.8,1.0,1.0,0.0,2,0.0,0.0,65.0,105.0,111.0,85.0,,67,,2023,105.00000078976154
183,Jimmy Garoppolo,LVR,QB,32,7,6.0,110.0,169.0,1205.0,7.0,9.0,20.0,39.0,1.95,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,0.0,1.0,64.0,64.1,76.1,73.1,,43,,2023,99.15000095590949
184,Kendrick Bourne,NWE,WR,28,8,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,55.0,37.0,406.0,10.97,4.0,1.0,1.0,4,0.0,0.0,63.0,100.0,104.0,81.5,,69,,2023,100.00000061094761
185,Alec Pierce,IND,WR,23,17,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,65.0,32.0,514.0,16.06,2.0,0.0,0.0,2,0.0,0.0,63.0,95.4,98.4,79.4,,68,,2023,95.40000076591969
186,Nelson Agholor,BAL,WR,30,17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.0,35.0,381.0,10.89,4.0,1.0,0.0,4,0.0,0.0,62.0,97.1,100.1,79.6,,71,,2023,97.10000056773424
187,Tyler Conklin,NYJ,TE,28,17,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,61.0,621.0,10.18,0.0,0.0,0.0,0,0.0,0.0,62.0,123.1,126.1,92.6,,21,,2023,123.10000092536211
188,Tyler Higbee,LAR,TE,30,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,70.0,47.0,495.0,10.53,2.0,0.0,0.0,2,0.0,0.0,62.0,108.5,111.5,85.0,,22,,2023,108.50000073760748
189,Kalif Raymond,DET,WR,29,17,3.0,0.0,0.0,0.0,0.0,0.0,7.0,75.0,10.71,0.0,44.0,35.0,489.0,13.97,1.0,1.0,0.0,1,0.0,0.0,62.0,97.4,100.4,79.9,,70,,2023,97.40000084042549
190,Justin Watson,KAN,WR,27,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,53.0,27.0,460.0,17.04,3.0,1.0,1.0,3,0.0,0.0,62.0,89.0,93.0,75.5,,72,,2023,89.00000068545341
191,Juwan Johnson,NOR,TE,27,13,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,59.0,37.0,368.0,9.95,4.0,0.0,0.0,4,0.0,0.0,61.0,97.8,100.8,79.3,,24,,2023,97.80000054836273
192,Keaton Mitchell,BAL,RB,21,8,2.0,0.0,0.0,0.0,0.0,0.0,47.0,396.0,8.43,2.0,11.0,9.0,93.0,10.33,0.0,0.0,0.0,2,0.0,0.0,61.0,69.9,72.9,65.4,,54,,2023,69.90000072866678
193,Demarcus Robinson,LAR,WR,29,16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,23.0,0.0,39.0,26.0,371.0,14.27,4.0,2.0,1.0,4,0.0,0.0,61.0,87.4,91.4,74.4,,73,,2023,87.40000058710575
194,Miles Sanders,CAR,RB,26,16,5.0,0.0,0.0,0.0,0.0,0.0,129.0,432.0,3.35,1.0,41.0,27.0,154.0,5.7,0.0,2.0,2.0,1,0.0,0.0,61.0,87.6,95.6,74.1,,55,,2023,87.60000087320805
195,Darren Waller,NYG,TE,31,12,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,52.0,552.0,10.62,1.0,0.0,0.0,1,0.0,0.0,61.0,113.2,116.2,87.2,,23,,2023,113.2000008225441
196,Gerald Everett,LAC,TE,29,15,12.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.33,0.0,70.0,51.0,411.0,8.06,3.0,3.0,0.0,3,0.0,0.0,60.0,111.1,114.1,85.6,,25,,2023,111.10000062733889
197,Jerick McKinnon,KAN,RB,31,12,0.0,1.0,1.0,4.0,1.0,0.0,21.0,60.0,2.86,1.0,32.0,25.0,192.0,7.68,4.0,0.0,0.0,5,0.0,0.0,59.0,84.4,87.4,71.9,,56,,2023,86.4000003784895
198,Chigoziem Okonkwo,TEN,TE,24,17,11.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,77.0,54.0,528.0,9.78,1.0,0.0,0.0,1,0.0,0.0,59.0,113.4,116.4,86.4,,26,,2023,113.40000079572201
199,Zamir White,LVR,RB,24,17,4.0,0.0,0.0,0.0,0.0,0.0,104.0,451.0,4.34,1.0,19.0,15.0,98.0,6.53,0.0,1.0,1.0,1,0.0,0.0,59.0,73.9,77.9,66.4,,57,,2023,73.90000081807375
200,Demario Douglas,NWE,WR,23,14,7.0,0.0,0.0,0.0,0.0,0.0,8.0,41.0,5.13,0.0,79.0,49.0,561.0,11.45,0.0,3.0,1.0,0,0.0,0.0,58.0,107.2,111.2,82.7,,74,,2023,107.2000008970499
201,Daniel Jones,NYG,QB,26,6,6.0,108.0,160.0,909.0,2.0,6.0,40.0,206.0,5.15,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,1,0.0,0.0,57.0,57.0,70.0,63.0,,44,,2023,76.0500009842217
202,Trey Palmer,TAM,WR,22,17,8.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,7.33,0.0,68.0,39.0,385.0,9.87,3.0,3.0,1.0,3,0.0,0.0,57.0,95.7,99.7,76.2,,76,,2023,95.70000060647726
203,Nick Westbrook-Ikhine,TEN,WR,26,14,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,45.0,28.0,370.0,13.21,3.0,0.0,0.0,3,1.0,0.0,57.0,85.0,88.0,71.0,,75,,2023,85.00000055134296
204,Quentin Johnston,LAC,WR,22,17,10.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,67.0,38.0,431.0,11.34,2.0,0.0,0.0,2,0.0,0.0,56.0,94.0,97.0,75.0,,78,,2023,94.00000065565109
205,Jameson Williams,DET,WR,22,12,10.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.67,1.0,42.0,24.0,354.0,14.75,2.0,1.0,0.0,3,0.0,0.0,56.0,80.3,83.3,68.3,,77,,2023,80.30000057071447
206,Michael Gallup,DAL,WR,27,17,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,57.0,34.0,418.0,12.29,2.0,0.0,0.0,2,0.0,0.0,54.0,87.8,90.8,70.8,,80,,2023,87.80000062286854
207,Brandon Johnson,DEN,WR,25,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.0,19.0,284.0,14.95,4.0,0.0,0.0,4,1.0,0.0,54.0,73.4,76.4,63.9,,79,,2023,73.40000042319298
208,Joshua Kelley,LAC,RB,26,17,3.0,0.0,0.0,0.0,0.0,0.0,107.0,405.0,3.79,2.0,12.0,8.0,32.0,4.0,0.0,1.0,1.0,2,0.0,0.0,54.0,61.7,65.7,57.7,,58,,2023,61.700000651180744
209,Tyson Bagent,CHI,QB,23,5,4.0,94.0,143.0,859.0,3.0,6.0,23.0,109.0,4.74,2.0,0.0,0.0,0.0,,0.0,3.0,2.0,2,0.0,0.0,53.0,53.3,67.3,59.3,,45,,2023,73.85000080242753
210,Clyde Edwards-Helaire,KAN,RB,24,15,3.0,0.0,0.0,0.0,0.0,0.0,70.0,223.0,3.19,1.0,22.0,17.0,188.0,11.06,1.0,0.0,0.0,2,0.0,0.0,53.0,70.1,76.1,61.6,,59,,2023,70.10000061243773
211,Donald Parham,LAC,TE,26,14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41.0,27.0,285.0,10.56,4.0,0.0,0.0,4,0.0,0.0,53.0,79.5,82.5,66.0,,27,,2023,79.5000004246831
212,Tre Tucker,LVR,WR,22,16,1.0,0.0,0.0,0.0,0.0,0.0,10.0,77.0,7.7,0.0,34.0,19.0,331.0,17.42,2.0,0.0,0.0,2,0.0,0.0,53.0,71.8,74.8,62.3,,81,,2023,71.80000060796738
213,Emari Demercado,ARI,RB,24,14,2.0,0.0,0.0,0.0,0.0,0.0,58.0,284.0,4.9,2.0,30.0,21.0,119.0,5.67,0.0,0.0,0.0,2,0.0,0.0,52.0,73.3,79.3,62.8,,60,,2023,73.3000006005168
214,Michael Thomas,NOR,WR,30,10,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,39.0,448.0,11.49,1.0,0.0,0.0,1,0.0,0.0,51.0,89.8,92.8,70.3,,82,,2023,89.80000066757202
215,Marvin Mims,DEN,WR,21,16,7.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,3.33,0.0,33.0,22.0,377.0,17.14,1.0,2.0,2.0,2,0.0,0.0,49.0,70.7,75.7,59.7,,84,,2023,64.70000060647726
216,A.T. Perry,NOR,WR,24,10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,18.0,12.0,246.0,20.5,4.0,0.0,0.0,4,0.0,0.0,49.0,60.6,63.6,54.6,,85,,2023,60.600000366568565
217,Mitchell Trubisky,PIT,QB,29,5,2.0,67.0,107.0,632.0,4.0,5.0,16.0,54.0,3.38,2.0,0.0,0.0,0.0,,0.0,1.0,1.0,2,0.0,1.0,49.0,48.7,57.7,53.7,,46,,2023,68.00000055134296
218,Robert Woods,HOU,WR,31,14,11.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,75.0,40.0,426.0,10.65,1.0,0.0,0.0,1,0.0,0.0,49.0,89.3,92.3,69.3,,83,,2023,89.30000064522028
219,Tucker Kraft,GNB,TE,23,17,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,31.0,355.0,11.45,2.0,0.0,0.0,2,0.0,0.0,48.0,78.5,81.5,63.0,,28,,2023,78.50000052899122
220,Darnell Mooney,CHI,WR,26,15,14.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,61.0,31.0,414.0,13.35,1.0,0.0,0.0,1,0.0,0.0,48.0,78.9,81.9,63.4,,86,,2023,78.90000062435865
221,KaVontae Turpin,DAL,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,10.0,1.0,18.0,12.0,127.0,10.58,3.0,1.0,0.0,4,0.0,0.0,48.0,59.7,65.7,53.7,,87,,2023,59.70000035315752
222,Cedrick Wilson Jr.,MIA,WR,28,15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.0,22.0,296.0,13.45,3.0,0.0,0.0,3,0.0,0.0,48.0,69.6,72.6,58.6,,88,,2023,69.60000044107437
223,Chris Moore,TEN,WR,30,17,5.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,19.5,0.0,35.0,22.0,424.0,19.27,0.0,1.0,0.0,0,0.0,0.0,46.0,68.3,71.3,57.3,,89,,2023,68.30000068992376
224,Rashod Bateman,BAL,WR,24,16,12.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,0.0,56.0,32.0,367.0,11.47,1.0,0.0,0.0,1,0.0,0.0,45.0,76.5,79.5,60.5,,90,,2023,76.5000005736947
225,Royce Freeman,LAR,RB,27,14,0.0,0.0,0.0,0.0,0.0,0.0,77.0,319.0,4.14,2.0,2.0,1.0,13.0,13.0,0.0,0.0,0.0,2,0.0,0.0,45.0,46.2,49.2,45.7,,61,,2023,46.20000049471855
226,Pat Freiermuth,PIT,TE,25,12,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,47.0,32.0,308.0,9.63,2.0,0.0,0.0,2,1.0,0.0,45.0,76.8,79.8,60.8,,29,,2023,76.80000045895576
227,Zay Jones,JAX,WR,28,9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,34.0,321.0,9.44,2.0,0.0,0.0,2,0.0,0.0,44.0,78.1,81.1,61.1,,91,,2023,78.10000047832727
228,Michael Mayer,LVR,TE,22,14,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,40.0,27.0,304.0,11.26,2.0,0.0,0.0,2,1.0,0.0,44.0,71.4,74.4,57.9,,30,,2023,71.4000004529953
229,Kylen Granson,IND,TE,25,15,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,50.0,30.0,368.0,12.27,1.0,0.0,0.0,1,0.0,0.0,43.0,73.0,76.0,58.0,,31,,2023,73.00000055134296
230,Noah Gray,KAN,TE,24,17,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,28.0,305.0,10.89,2.0,0.0,0.0,2,0.0,0.0,43.0,70.6,73.6,56.6,,32,,2023,70.60000045597553
231,Jamaal Williams,NOR,RB,28,13,4.0,0.0,0.0,0.0,0.0,0.0,106.0,306.0,2.89,1.0,20.0,18.0,62.0,3.44,0.0,1.0,0.0,1,0.0,0.0,43.0,60.8,63.8,51.8,,62,,2023,60.80000054836273
232,Jordan Mason,SFO,RB,24,17,0.0,0.0,0.0,0.0,0.0,0.0,40.0,206.0,5.15,3.0,4.0,3.0,31.0,10.33,0.0,0.0,0.0,3,0.0,0.0,42.0,44.7,47.7,43.2,,63,,2023,44.70000035315752
233,Jonathan Mingo,CAR,WR,22,15,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,43.0,418.0,9.72,0.0,1.0,0.0,0,0.0,0.0,42.0,84.8,87.8,63.3,,92,,2023,84.80000062286854
234,Elijah Mitchell,SFO,RB,25,11,1.0,0.0,0.0,0.0,0.0,0.0,75.0,281.0,3.75,2.0,8.0,6.0,14.0,2.33,0.0,0.0,0.0,2,0.0,0.0,42.0,47.5,50.5,44.5,,64,,2023,47.500000439584255
235,Greg Dortch,ARI,WR,25,16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,41.0,24.0,280.0,11.67,2.0,0.0,0.0,2,0.0,0.0,41.0,64.5,67.5,52.5,,93,,2023,64.5000004246831
236,Noah Fant,SEA,TE,26,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,43.0,32.0,414.0,12.94,0.0,0.0,0.0,0,0.0,0.0,41.0,73.4,76.4,57.4,,33,,2023,73.40000061690807
237,Tanner Hudson,CIN,TE,29,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,39.0,352.0,9.03,1.0,0.0,0.0,1,0.0,0.0,41.0,80.2,83.2,60.7,,34,,2023,80.20000052452087
238,Luke Musgrave,GNB,TE,23,11,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,46.0,34.0,352.0,10.35,1.0,0.0,0.0,1,0.0,0.0,41.0,75.2,78.2,58.2,,35,,2023,75.20000052452087
239,Chase Brown,CIN,RB,23,12,0.0,0.0,0.0,0.0,0.0,0.0,44.0,179.0,4.07,0.0,15.0,14.0,156.0,11.14,1.0,1.0,0.0,1,0.0,0.0,40.0,53.5,59.5,46.5,,65,,2023,53.5000004991889
240,Mason Rudolph,PIT,QB,28,4,3.0,55.0,74.0,719.0,3.0,0.0,10.0,8.0,0.8,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,0,0.0,0.0,40.0,39.6,43.6,39.6,,47,,2023,52.750000547617674
241,Isaiah Hodgins,NYG,WR,25,17,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33.0,21.0,230.0,10.95,3.0,1.0,1.0,3,0.0,0.0,39.0,60.0,64.0,49.5,,95,,2023,60.00000034272671
242,DeVante Parker,NWE,WR,30,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,33.0,394.0,11.94,0.0,0.0,0.0,0,0.0,0.0,39.0,72.4,75.4,55.9,,94,,2023,72.40000058710575
243,Jake Bobo,SEA,WR,25,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,25.0,19.0,196.0,10.32,2.0,0.0,0.0,3,0.0,0.0,38.0,56.9,59.9,47.4,,97,,2023,56.90000029653311
244,Xavier Gipson,NYJ,WR,22,17,3.0,0.0,0.0,0.0,0.0,0.0,8.0,68.0,8.5,1.0,38.0,21.0,229.0,10.9,0.0,5.0,2.0,2,0.0,0.0,38.0,58.7,63.7,48.2,,98,,2023,52.70000044256449
245,Trenton Irwin,CIN,WR,28,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,25.0,316.0,12.64,1.0,2.0,0.0,1,0.0,0.0,38.0,62.6,65.6,50.1,,99,,2023,62.600000470876694
